,f_id,item,veg_or_non_veg
630,fd718,Peri Peri Veggie Fingers,Veg
631,fd719,Peri Peri Cheese Loaded,Veg
632,fd720,Cheese Slice,Veg
633,fd721,Salami,Non-veg
634,fd722,Cheesy Dip,Veg
635,fd723,Tandoori Dip,Veg
636,fd724,Chilli Garlic Dip,Veg
637,fd725,Island Dip,Veg
638,fd726,Burger with Pizza Dip,Veg
639,fd727,Mexican Cheese Burger,Veg
640,fd728,Paneer Burger,Veg
641,fd730,Mixed Veg Sandwich,Veg
642,fd731,Jumbo Sandwich,Veg
643,fd732,Paneer Sandwich,Veg
644,fd733,8'' Corn Pizza,Veg
645,fd734,8'' Tomato Pizza,Veg
646,fd735,8'' Onion Pizza,Veg
647,fd736,8'' Capsicum Pizza,Veg
648,fd737,8'' Mix Veg Cheese Pizza,Veg
649,fd738,8'' Yummy Paneer Treat Pizza,Veg
650,fd739,8'' Veggie Loaded Pizza,Veg
651,fd740,8'' Sweet Corn Cheese Pizza,Veg
652,fd741,8'' Spicy Veggie Delight Pizza,Veg
653,fd742,Mixed Veg Sandwizza,Veg
654,fd744,Sweet Corn Sandwizza,Veg
655,fd752,Chilli Shot Burger,Veg
656,fd753,Mayo Burger,Veg
657,fd754,Green Valley Burger,Veg
658,fd759,Sweet Corn Sandwich,Veg
659,fd760,Mexican Cheese Sandwich,Veg
660,fd761,Herb Sandwich,Veg
661,fd762,Pasta Sandwich,Veg
662,fd766,8'' Plain Cheese Pizza,Veg
663,fd773,8'' Exotic Mushroom Pizza,Veg
664,fd774,8'' Potato Stick Pizza,Veg
665,fd775,Butter Lemon Sweet Corn,Veg
666,fd776,Pudina Sweet Corn,Veg
667,fd777,Black Pepper Sweet Corn,Veg
668,fd778,Spice Magic Sweet Corn,Veg
669,fd779,Red Chilli Sweet Corn,Veg
670,fd784,Sweet Corn Garlic Bread,Veg
671,fd785,Mushroom Garlic Bread,Veg
672,fd791,Masala Spiral Pasta In Bowl,Veg
673,fd792,Masala Spiral Pasta In Cup,Veg
674,fd793,Chana Masala,Veg
675,fd794,Mix Vegetable,Veg
676,fd795,Dal Makhani,Veg
677,fd796,Aloo Gobi,Veg
678,fd797,Dal Fry,Veg
679,fd798,Yellow Dal Tadka,Veg
680,fd799,Kadhi Pakora,Veg
681,fd800,Mushroom Do Pyaza,Veg
682,fd801,Veg Gravy,Veg
683,fd803,Punjabi Paneer,Veg
684,fd804,Cheese Tikka Butter Masala,Veg
685,fd805,Cheese Butter Masala,Veg
686,fd806,Cheese Tomato,Veg
687,fd807,Malai Kofta,Veg
688,fd808,Shahi Paneer,Veg
689,fd809,Paneer Bhurji,Veg
690,fd810,Palak Paneer,Veg
691,fd811,Sarso Ka Saag Makhani,Veg
692,fd812,Dum Aloo,Veg
693,fd813,Mattar Paneer,Veg
694,fd814,Butter Chapati,Veg
695,fd815,Plain Chapati,Veg
696,fd816,Butter Naan,Veg
697,fd817,Veg Biryani,Veg
698,fd818,Veg Pulao,Veg
699,fd819,Cheese Chilli Gravy,Veg
700,fd822,Veg Manchurian Gravy,Veg
701,fd824,Chana Masala (Without Onion + Garlic) + Mix Veg (Without Onion + Garlic) + Veg Biryani (Without Onion + Garlic) + 4 Butter Naan,Veg
702,fd825,Punjabi Paneer (Without Onion + Garlic) + Veg Biryani (Without Onion + Garlic) + 4 Missi Chapati,Veg
703,fd826,Cheese Tomato (Without Onion + Garlic) + Chesse Butter Masala (Without Onion + Garlic) + 4 Butter Naan,Veg
704,fd827,Palak Paneer (Without Onion + Garlic) + Veg Biryani (Without Onion + Garlic) + Veg Pulao (Without Onion + Garlic),Veg
705,fd830,Butter Palak Mattar,Veg
706,fd831,Butter Palak Kaju,Veg
707,fd832,Butter Jeera Aloo,Veg
708,fd833,Cream Palak,Veg
709,fd834,Dal Maharani,Veg
710,fd841,Achari Jeera Aloo,Veg
711,fd842,Gobi Masala,Veg
712,fd843,Baingan Bartha Makhani,Veg
713,fd844,Kadhi Paneer Kofta,Veg
714,fd845,Soya Butter Chaap Gravy,Veg
715,fd846,Cream Malai Mattar,Veg
716,fd849,Dal Kaju Butter Masala,Veg
717,fd850,Kesar Shahi Paneer,Veg
718,fd851,Kesar Malai Kofta,Veg
719,fd852,Kesar Punjabi Paneer,Veg
720,fd853,Kesar Paneer Do Pyaza,Veg
721,fd854,Kesar Badami Paneer,Veg
722,fd855,Butter Kaju Paneer,Veg
723,fd856,Cheese Korma,Veg
724,fd858,Mushroom Paneer Masala,Veg
725,fd864,Mushroom Paneer,Veg
726,fd867,Mattar Do Pyaza,Veg
727,fd868,Butter Stuff Tomato,Veg
728,fd869,Palak Malai Kofta,Veg
729,fd870,Mushroom Mattar,Veg
730,fd871,Saag Paneer,Veg
731,fd876,Cheese Butter Handi,Veg
732,fd877,Butter Sev Bhaji,Veg
733,fd878,Potato Onion Parantha,Veg
734,fd879,Mix Parantha,Veg
735,fd880,Cheese Parantha,Veg
736,fd881,Garlic Parantha,Veg
737,fd883,Missi Chapati,Veg
738,fd885,Churidar Parantha,Veg
739,fd886,Butter Pyaz Mini Parantha,Veg
740,fd887,Cream Parantha,Veg
741,fd888,Cheese Naan,Veg
742,fd890,Garlic Butter Naan,Veg
743,fd892,Kesar Jeera Rice,Veg
744,fd893,Paneer Jeera Rice,Veg
745,fd895,Butter Jeera Rice,Veg
746,fd896,Potato Chilli,Veg
747,fd901,Mushroom Chilli,Veg
748,fd903,Chana Fry,Veg
749,fd905,Papad Masala,Veg
750,fd906,Papad Dry,Veg
751,fd907,Papad Fry,Veg
752,fd908,Cream Salad,Veg
753,fd909,Green Salad,Veg
754,fd910,Dal,Veg
755,fd911,Kadhi,Veg
756,fd912,Mixed Veg,Veg
757,fd913,Lehsun Chutney,Veg
758,fd914,Dahi Fry,Veg
759,fd915,Salad,Veg
760,fd916,Simple Raita,Veg
761,fd917,Mixed Raita,Veg
762,fd918,Masala Raita,Veg
763,fd919,Simple Roti,Veg
764,fd920,Butter Roti,Veg
765,fd921,Laccha Prantha,Veg
766,fd922,Pyaz Prantha,Veg
767,fd923,Aloo Prantha,Veg
768,fd925,Dry Fruit Bhalla,Veg
769,fd926,Cream Rajbhog,Veg
770,fd927,Panipuri (12 Pcs),Veg
771,fd928,Panipuri Atta (12 Pcs),Veg
772,fd929,Pyaz Kachori,Veg
773,fd930,Papdi Chaat,Veg
774,fd931,Stuffed Golgappa,Veg
775,fd940,Combao Pck,Veg
776,fd941,Combo 3,Veg
777,fd942,Pani Puri 12 Pcs,Veg
778,fd943,Aloo Tikki With Chole,Veg
779,fd944,Samosa With Chole,Veg
780,fd945,Samosa With Chatni,Veg
781,fd946,Papdi,Veg
782,fd947,Raj Kachori,Veg
783,fd948,Cream Rahbhog,Veg
784,fd951,Aloo Patties,Veg
785,fd952,Corn Paneer Sub,Veg
786,fd953,Achari Paneer Sub,Veg
787,fd954,Aloo Patty Sub,Veg
788,fd955,Schezwan Fried Rice,Veg
789,fd957,Achari Paneer Wrap,Veg
790,fd958,Chawla Saab Special Wrap,Veg
791,fd959,Mexican Wrap,Veg
792,fd960,Cheese Wrap,Veg
793,fd961,Veg Wraps,Veg
794,fd962,Paneer Tikka Wrap,Veg
795,fd963,Peri Peri Magic Paneer Burger,Veg
796,fd964,Corn Classic Burger,Veg
797,fd965,Tandoori Burger,Veg
798,fd966,Barbeque Burger,Veg
799,fd968,Carrot Juice Seasonal,Veg
800,fd969,Keenu Juice Seasonal,Veg
801,fd970,Carrot Keenu Mix Juice Seasonal,Veg
802,fd971,Watermelon Juice,Veg
803,fd972,Sugarcane Juice,Veg
804,fd973,Mosami Juice,Veg
805,fd974,Orange Juice Seasonal,Veg
806,fd975,Pineapple Juice,Veg
807,fd976,Falsa Juice Seasonal,Veg
808,fd977,Mosami Pineapple Mix Juice,Veg
809,fd978,Mix Fruit Juice,Veg
810,fd979,Alu Bhukhara Juice Seasonal,Veg
811,fd980,Anar Mix Juice,Veg
812,fd981,Guava Juice,Veg
813,fd982,Apple Juice Seasonal,Veg
814,fd983,Anar Pineapple Mix Juice,Veg
815,fd984,Anar Mosami Mix Juice,Veg
816,fd985,Anar Orange Mix Juice Seasonal,Veg
817,fd986,Anar Juice,Veg
818,fd987,Choco Banana Shake,Veg
819,fd988,Rose Shake,Veg
820,fd989,Mango Shake Seasonal,Veg
821,fd993,Papaya Shake,Veg
822,fd994,Vanila Ice Cream Shake,Veg
823,fd996,Dalogona Coffee [Medium],Veg
824,fd997,Cheeku Shake Seasonal,Veg
825,fd1000,Pincapple Milk Shake,Veg
826,fd1001,Peanut Butter Shake,Veg
827,fd1002,Kesar Badam Shake,Veg
828,fd1003,Kesar Pista Shake,Veg
829,fd1004,Kiwi Shake,Veg
830,fd1005,Strawberry Banana Shake,Veg
831,fd1006,Blueberry Shake,Veg
832,fd1007,KitKat Shake,Veg
833,fd1009,Snicker Shake,Veg
834,fd1010,Dry Fruit Shake,Veg
835,fd1011,Pan Milk Shake,Veg
836,fd1012,Nutella Milk Shake,Veg
837,fd1013,Otty Banana,Veg
838,fd1014,Tangy Mango,Veg
839,fd1015,Tangy Pineapple,Veg
840,fd1016,Mango Breeze,Veg
841,fd1017,Happy Tummy,Veg
842,fd1018,Peanut Blast,Veg
843,fd1019,Chia Shia,Veg
844,fd1020,Cafe Mocha,Veg
845,fd1021,Cucumber Crush,Veg
846,fd1022,Kiwi Crush,Veg
847,fd1023,Snickers Buzz,Veg
848,fd1024,Red Dragon,Veg
849,fd1025,Achari Paneer Sandwich,Veg
850,fd1026,Chawlasaab Special Cheese Chilly Sandwich,Veg
851,fd1027,Cold Sandwich,Veg
852,fd1028,Grill Sandwich [Regular],Veg
853,fd1029,Hot & Spicy Sandwich,Veg
854,fd1030,Corn Paneer Sandwich,Veg
855,fd1031,Chawlasaab Special Sandwich,Veg
856,fd1032,Makhni Maggi,Veg
857,fd1033,Maggi [Regular],Veg
858,fd1034,Maggi Mint Flavour [Regular],Veg
859,fd1035,Mix Veg Maggi,Veg
860,fd1036,Tandoori Maggi,Veg
861,fd1037,Hot & Spicy Maggi,Veg
862,fd1038,Cheese butter maggi,Veg
863,fd1039,Chawlasaab Special Maggi,Veg
864,fd1040,Achari Maggi,Veg
865,fd1041,Makhni Pasta,Veg
866,fd1042,Dry Pasta,Veg
867,fd1043,Achari Pasta,Veg
868,fd1044,Red Sauce Pasta,Veg
869,fd1045,White Sauce Pasta,Veg
870,fd1046,Mix Sauce Pasta,Veg
871,fd1047,Peri Peri Masala Fries Large,Veg
872,fd1048,French Fries Large,Veg
873,fd1049,Spiral Potato,Veg
874,fd1050,French Fries Small,Veg
875,fd1051,Peri Peri Masala Fries Small,Veg
876,fd1052,Vegetable Poha,Veg
877,fd1053,Peri Peri Magic Corn,Veg
878,fd1054,Butter Corn,Veg
879,fd1055,Salt & Black Pepper Corn,Veg
880,fd1056,Pudina & Green Chilli Corn,Veg
881,fd1057,Nachos Salad,Veg
882,fd1058,Corn Cheese Nachos,Veg
883,fd1059,Sweet Lassi,Veg
884,fd1060,Masala Lassi,Veg
885,fd1061,Strawberry Lassi,Veg
886,fd1062,Mango Lassi,Veg
887,fd1063,Bubble Gum,Veg
888,fd1064,Masala Lemonade,Veg
889,fd1069,Chocolate Protein Shake,Veg
890,fd1070,Vanilla Protein Shake,Veg
891,fd1071,Cookies & Cream Protein Shake,Veg
892,fd1072,Julie 2pc,Veg
893,fd1073,Kulfi Simple 1pc,Veg
894,fd1074,Spongy Rasgulla Per Pc,Veg
895,fd1075,Faluda Rabri Per Glass,Veg
896,fd1076,Kulfi Big 1 Pc,Veg
897,fd1077,Badam Milk (200 Ml) Bottle,Veg
898,fd1078,Cream Malai Mater,Veg
899,fd1079,Mushroom Do Piaza,Veg
900,fd1085,Kesar Paneer Do Piaza,Veg
901,fd1089,Cheese Plinda,Veg
902,fd1091,Mashroom Paneer Masala,Veg
903,fd1100,Mater Do Piaza,Veg
904,fd1103,Mushroom Mater,Veg
905,fd1108,Mater Paneer,Veg
906,fd1109,Cheese Butter Nandi,Veg
907,fd1113,Butter Palak Mater,Veg
908,fd1118,Dal Makhani (Maah Chana),Veg
909,fd1119,Aloo Gobhi,Veg
910,fd1122,Karhi Pakora,Veg
911,fd1125,Gobhi Masala,Veg
912,fd1126,Bengan Bhartha Makhani,Veg
913,fd1127,Soya Butter Chaap Gravy (Special),Veg
914,fd1128,Potato Onion Paratha,Veg
915,fd1129,Mix Paratha,Veg
916,fd1130,Cheese  Paratha,Veg
917,fd1131,Garlic Paratha,Veg
918,fd1132,Vegetabel Cream Raita,Veg
919,fd1133,Russian Fruit Raita,Veg
920,fd1134,Pineapple Raita,Veg
921,fd1135,Cream Boondi Raita,Veg
922,fd1136,Curd,Veg
923,fd1137,Butter Chappati,Veg
924,fd1138,Missi Chappati,Veg
925,fd1139,Plain Chappati,Veg
926,fd1140,Churidaar Paratha,Veg
927,fd1141,Butter Pin Mini Paratha,Veg
928,fd1142,Cream Paratha,Veg
929,fd1144,Buttter Naan,Veg
930,fd1146,Butter Mini Paratha,Veg
931,fd1150,Veg Pulav,Veg
932,fd1164,Stuffed Golgappe,Veg
933,fd1165,Papadi Chat,Veg
934,fd1166,Dry Fruit Dahi Bhalla,Veg
935,fd1167,Kachori,Veg
936,fd1168,Rajbhog,Veg
937,fd1170,Dal Handi,Veg
938,fd1171,Dal Fry Yellow,Veg
939,fd1174,Channa Masala,Veg
940,fd1179,Jeera Aloo,Veg
941,fd1181,Kaju Palak,Veg
942,fd1182,Palak Corn,Veg
943,fd1183,Corn Masala,Veg
944,fd1185,Paneer Handi,Veg
945,fd1186,Mutter Mushroom,Veg
946,fd1187,Mutter Paneer,Veg
947,fd1188,Methi Malai Mutter,Veg
948,fd1189,Kadi Pakoda,Veg
949,fd1190,Mushroom Kofta,Veg
950,fd1191,Mushroom Masala,Veg
951,fd1192,Palak Kofta,Veg
952,fd1193,Achari Aloo,Veg
953,fd1198,Gravy,Veg
954,fd1200,Veg  Pulav,Veg
955,fd1201,Mix Veg,Veg
956,fd1203,Aloo Mutter,Veg
957,fd1204,Paneer Do Pyaza,Veg
958,fd1206,Onion Salad,Veg
959,fd1207,Fruit Cream Salad,Veg
960,fd1208,Fruit Salad,Veg
961,fd1209,Cream Cucumber Salad,Veg
962,fd1210,Plain Rice,Veg
963,fd1211,Jeera Rice,Veg
964,fd1212,Plain Dahi,Veg
965,fd1213,Boondi Raita,Veg
966,fd1214,Pudina Raita,Veg
967,fd1216,Fruits Raita,Veg
968,fd1217,Mix Raita,Veg
969,fd1218,Aloo Paratha,Veg
970,fd1219,Onion Paratha,Veg
971,fd1220,Cheese Paratha,Veg
972,fd1221,Mix  Paratha,Veg
973,fd1224,Plain Naan,Veg
974,fd1226,Stuff Naan,Veg
975,fd1227,Garlic Naan,Veg
976,fd1228,Laccha Paratha,Veg
977,fd1229,Missi Roti,Veg
978,fd1230,Onion Roti,Veg
979,fd1231,Dry Papad,Veg
980,fd1232,Channa Chat,Veg
981,fd1233,Channa Fry,Veg
982,fd1234,Cheese Chilli Dry,Veg
983,fd1236,Cheese Chowmein,Veg
984,fd1237,Finger Chips,Veg
985,fd1238,Manchurian Dry,Veg
986,fd1240,Paneer Pakora,Veg
987,fd1241,Spring Roll,Veg
988,fd1242,Veg Noodles,Veg
989,fd1244,Veg Finger (8 Pcs),Veg
990,fd1245,Cream Burger,Veg
991,fd1246,Cheese Burger,Veg
992,fd1247,Peanut Masala,Veg
993,fd1249,Corn Chat,Veg
994,fd1250,Tandoori Malai Chaap,Veg
995,fd1252,Jeera Chaap,Veg
996,fd1253,KFC Chaap,Veg
997,fd1255,Tandoori Cheese Tikka,Veg
998,fd1256,Tandoori Cheese Malai Tikka,Veg
999,fd1258,Cheese Jeera,Veg
1000,fd1259,Lemon Cheese,Veg
1001,fd1261,Tandoori Chicken,Non-veg
1002,fd1262,Tandoori Chicken Afghani,Non-veg
1003,fd1263,Tandoori Chicken Kali Mirch,Non-veg
1004,fd1264,Tandoori Lemon Chicken,Non-veg
1005,fd1265,Tandoori Creamy Chicken,Non-veg
1006,fd1266,Tandoori Chicken Tikka,Non-veg
1007,fd1267,Chicken Malai Tikka,Non-veg
1008,fd1268,Chicken Kali Mirch Tikka,Non-veg
1009,fd1269,Tawa Chicken,Non-veg
1010,fd1270,Chicken Pakora,Non-veg
1011,fd1271,KFC Chicken,Non-veg
1012,fd1272,Jeera Chicken,Non-veg
1013,fd1273,Lemon Chicken,Non-veg
1014,fd1274,Chilli Chicken,Non-veg
1015,fd1275,Punjabi Chicken,Non-veg
1016,fd1276,Masala Chicken,Non-veg
1017,fd1277,Kadai Chicken,Non-veg
1018,fd1278,Butter Chicken,Non-veg
1019,fd1279,Chicken Do Pyaza,Non-veg
1020,fd1280,Rara Chicken,Non-veg
1021,fd1281,Pepper Chicken,Non-veg
1022,fd1282,Special Methi Malai Chicken,Non-veg
1023,fd1283,Omelette,Non-veg
1024,fd1284,Egg Bhurji,Non-veg
1025,fd1286,Kheera Salad,Veg
1026,fd1288,Special Cacumber Salad,Veg
1027,fd1291,Peanut Raita,Veg
1028,fd1292,Dahi Tadka,Veg
1029,fd1293,Dahi Papdi,Veg
1030,fd1295,Kadai Chaap,Veg
1031,fd1296,Masala Chaap,Veg
1032,fd1297,Butter Chaap,Veg
1033,fd1298,Punjabi Chaap Tari,Veg
1034,fd1299,Cheese Methi Malai,Veg
1035,fd1302,Masala Paneer,Veg
1036,fd1305,Sin Paneer Roll,Veg
1037,fd1306,Dbl Paneer Roll,Veg
1038,fd1307,Sin Achari Paneer Roll,Veg
1039,fd1308,Dbl Achari Paneer Roll,Veg
1040,fd1309,Sin Paneer Malai Tikka Roll,Veg
1041,fd1310,Dbl Paneer Malai Tikka Roll,Veg
1042,fd1311,Sin Paneer Bhurji Roll,Veg
1043,fd1312,Dbl Paneer Bhurji Roll,Veg
1044,fd1313,Sin Shahi Paneer Roll,Veg
1045,fd1314,Dbl Shahi Paneer Roll,Veg
1046,fd1315,Sin Peri Peri Paneer Roll,Veg
1047,fd1316,Dbl Peri Peri Paneer Roll,Veg
1048,fd1317,Hot & Smoky Paneer Roll,Veg
1049,fd1318,Sin Afghani Chaap Roll,Veg
1050,fd1319,Dbl Afghani Chaap Roll,Veg
1051,fd1320,Sin Masala Chaap Roll,Veg
1052,fd1321,Dbl Masala Chaap Roll,Veg
1053,fd1322,Sin Achari Chaap Roll,Veg
1054,fd1323,Dbl Achari Chaap Roll,Veg
1055,fd1324,Sin Tandoori Chaap Roll,Veg
1056,fd1325,Dbl Tandoori Chaap Roll,Veg
1057,fd1326,Sin Chicken Roll,Non-veg
1058,fd1327,Dbl Chicken Roll,Non-veg
1059,fd1328,Sin Egg Sin Chicken Roll,Non-veg
1060,fd1329,Sin Egg Dbl Chicken Roll,Non-veg
1061,fd1330,Dbl Egg Sin Chicken Roll,Non-veg
1062,fd1331,Dbl Egg Dbl Chicken Roll,Non-veg
1063,fd1332,Sin Achari Chicken Roll,Non-veg
1064,fd1333,Dbl Achari Chicken Roll,Non-veg
1065,fd1334,Sin Chicken Seekh Roll,Non-veg
1066,fd1335,Dbl Chicken Seekh Roll,Non-veg
1067,fd1336,Sin Chicken Keema Roll,Non-veg
1068,fd1337,Dbl Chicken Keema Roll,Non-veg
1069,fd1338,Sin Chicken Malai Tikka Roll,Non-veg
1070,fd1339,Dbl Chicken Malai Tikka Roll,Non-veg
1071,fd1340,Sin Tandoori Chicken Roll,Non-veg
1072,fd1341,Dbl Tandoori Chicken Roll,Non-veg
1073,fd1342,Sin Chicken BBQ Roll,Non-veg
1074,fd1343,Dbl Chicken BBQ Roll,Non-veg
1075,fd1344,Sin Shahi Chicken Roll,Non-veg
1076,fd1345,Dbl Shahi Chicken Roll,Non-veg
1077,fd1346,Sin Peri Peri Chicken Roll,Non-veg
1078,fd1347,Dbl Peri Peri Chicken Roll,Non-veg
1079,fd1348,Hot & Smoky Chicken Roll,Non-veg
1080,fd1349,Sin Egg Roll,Non-veg
1081,fd1350,Dbl Egg Roll,Non-veg
1082,fd1351,Tripple Egg Roll,Non-veg
1083,fd1352,Egg Bhurji Roll,Non-veg
1084,fd1353,Sin Aloo Roll,Veg
1085,fd1354,Dbl Aloo Roll,Veg
1086,fd1355,Sin Tandoori Aloo Roll,Veg
1087,fd1356,Dbl Tandoori Aloo Roll,Veg
1088,fd1357,Sin Emly Aloo Roll,Veg
1089,fd1358,Dbl Emly Aloo Roll,Veg
1090,fd1359,Mexican Aloo Roll,Veg
1091,fd1360,Sin Veggie Roll,Veg
1092,fd1361,Dbl Veggie Roll,Veg
1093,fd1362,Sin Veg. Paneer Roll,Veg
1094,fd1363,Dbl Veg. Paneer Roll,Veg
1095,fd1364,Sin Egg Sin Aloo Roll,Non-veg
1096,fd1365,Sin Egg Dbl Aloo Roll,Non-veg
1097,fd1366,Dbl Egg Dbl Aloo Roll,Non-veg
1098,fd1367,Sin Egg Sin Veggie Roll,Non-veg
1099,fd1368,Sin Egg Dbl Veggie Roll,Non-veg
1100,fd1369,Dbl Egg Dbl Veggie Roll,Non-veg
1101,fd1370,Sin Egg Sin Paneer Roll,Non-veg
1102,fd1371,Sin Egg Dbl Paneer Roll,Non-veg
1103,fd1372,Dbl Egg Dbl Paneer Roll,Non-veg
1104,fd1373,Sin Egg Sin Chaap Roll,Non-veg
1105,fd1374,Sin Egg Dbl Chaap Roll,Non-veg
1106,fd1375,Dbl Egg Dbl Chaap Roll,Non-veg
1107,fd1376,Omelette (2 Eggs Butter),Non-veg
1108,fd1377,Half Fry Egg (2 Eggs Butter),Non-veg
1109,fd1378,Egg Bhurji (3 Eggs Butter),Non-veg
1110,fd1379,Chicken Biryani,Non-veg
1111,fd1380,Veg Cheese Biryani,Veg
1112,fd1382,Dry Papad (1 Pc),Veg
1113,fd1383,Fried Papad,Veg
1114,fd1388,Raita Mixed,Veg
1115,fd1390,Chana Chaat,Veg
1116,fd1391,Fish Curry,Non-veg
1117,fd1392,Fish Finger,Non-veg
1118,fd1393,Fish Fried,Non-veg
1119,fd1394,Fish Kfc Style,Non-veg
1120,fd1395,Lemon Fish Butter Sauce,Non-veg
1121,fd1400,Kfc Chicken,Non-veg
1122,fd1401,Cream Chicken,Non-veg
1123,fd1402,Methi Malai Chicken,Non-veg
1124,fd1403,Boiled chicken,Non-veg
1125,fd1404,Soya Chaap Chilli,Veg
1126,fd1405,Cheese Tikka,Veg
1127,fd1406,Cheese Malai Tikka,Veg
1128,fd1408,Soya Chaap Tandoori Masala,Veg
1129,fd1409,Soya Chaap Malai,Veg
1130,fd1410,Soya Chaap Kfc Style,Veg
1131,fd1411,Jeera Paneer,Veg
1132,fd1412,Patato Finger,Veg
1133,fd1413,paneer pakoda (plate),Veg
1134,fd1414,soya chaap pakoda,Veg
1135,fd1415,Cheese finger,Veg
1136,fd1416,French fries,Veg
1137,fd1417,Chicken Tandoori,Non-veg
1138,fd1418,Chicken Tikka,Non-veg
1139,fd1420,Afghani Chicken Tandoori,Non-veg
1140,fd1421,Malai Tandoori Chicken,Non-veg
1141,fd1422,Special Tandoori Chicken,Non-veg
1142,fd1423,Egg Curry,Non-veg
1143,fd1424,Chicken Kali Mirch,Non-veg
1144,fd1428,Patiala Chicken,Non-veg
1145,fd1429,Curry Chicken,Non-veg
1146,fd1430,Keema Chicken,Non-veg
1147,fd1433,Chicken Gravy,Non-veg
1148,fd1434,Chicken Butter Gravy,Non-veg
1149,fd1438,Paneer Masala,Veg
1150,fd1439,Soya Chap Gravy,Veg
1151,fd1440,Cream Paneer,Veg
1152,fd1441,Kali Mirchi Paneer,Veg
1153,fd1447,Plain Paratha,Veg
1154,fd1449,Butterstoch Sundae,Veg
1155,fd1450,Vanilla Sundaer,Veg
1156,fd1451,Tutti Frutti,Veg
1157,fd1452,Mix Fruit Sundae,Veg
1158,fd1453,Paneer Pakoda Per Piece,Veg
1159,fd1454,Gobi De Pakoda 250 Gm,Veg
1160,fd1455,Mirche Pakorda Per Piece,Veg
1161,fd1456,Kulche Chole,Veg
1162,fd1457,Aloo Wale Bature 2 Piece,Veg
1163,fd1458,Dew 500 Ml,Veg
1164,fd1459,Pepsi 500 Ml,Veg
1165,fd1460,7 Up 500 Ml,Veg
1166,fd1461,Bread Paneer Pakorda,Veg
1167,fd1462,Paneer Pakorda,Veg
1168,fd1463,Aloo Tiki Pakorda,Veg
1169,fd1464,Paneer Wala Samosa,Veg
1170,fd1465,Chutney Wala Samosa,Veg
1171,fd1466,Paneer Samosa,Veg
1172,fd1467,Icecream Sandwich,Veg
1173,fd1468,Sugarfrere Keshar Pista Cup,Veg
1174,fd1469,Orange Candy,Veg
1175,fd1470,Rimple Cup,Veg
1176,fd1471,Choclate Sundae Cup,Veg
1177,fd1472,Choco Vanilla,Veg
1178,fd1473,Jullu Bar,Veg
1179,fd1474,Shahi Kulfi,Veg
1180,fd1475,Rasberry Dolly,Veg
1181,fd1476,Jumbo Mango Dolly,Veg
1182,fd1477,Turbo Dry Fruit Cone,Veg
1183,fd1478,Strawberry Cone,Veg
1184,fd1479,Rajwadi Cone,Veg
1185,fd1480,Real Orange Candy,Veg
1186,fd1481,Real Strawberry Candy,Veg
1187,fd1482,Real Aam Candy,Veg
1188,fd1483,Magic Cone,Veg
1189,fd1484,Special Kulfi,Veg
1190,fd1485,Dryfruit Kulfi,Veg
1191,fd1486,Blackforest Icecream,Veg
1192,fd1487,American Nuts Cup 120 Ml,Veg
1193,fd1488,Butterscotch Cup 90Ml,Veg
1194,fd1489,Vanilla Cup 120 Ml,Veg
1195,fd1490,Butterscotch Cone,Veg
1196,fd1491,Mawa Kulfi,Veg
1197,fd1492,Ice Cream Cup Tutty Futty,Veg
1198,fd1493,Ice Cream Cup Strawberry,Veg
1199,fd1494,Ice Cream Cup Vanilla,Veg
1200,fd1495,Milk Badam,Veg
1201,fd1496,Punjabi Pizza [9 Inches],Veg
1202,fd1497,Our Special Pizza [9 Inches],Veg
1203,fd1498,Fresh Veggie Pizza [9 Inches],Veg
1204,fd1499,Veg Mexican Pizza [9 Inches],Veg
1205,fd1500,Makhani Paneer Pizza [9 Inches],Veg
1206,fd1501,Spicy Paneer Pizza [9 Inches],Veg
1207,fd1502,Double Cheese Pizza [9 Inches],Veg
1208,fd1503,Cheese Corn Pizza[9 Inches],Veg
1209,fd1504,Mushroom Pizza[9 Inches],Veg
1210,fd1505,Onion Pizza[9 Inches],Veg
1211,fd1506,Tomato Pizza[9inches],Veg
1212,fd1507,Margheritapizza[9 Inches],Veg
1213,fd1508,Capsicum Pizza[9 Inches],Veg
1214,fd1509,Achari Pizza [9 Inches],Veg
1215,fd1510,Special King Size Burger,Veg
1216,fd1511,Tandoori Paneer Burger,Veg
1217,fd1512,Spicy Paneer Burger,Veg
1218,fd1513,Crunchy Cheese Burger,Veg
1219,fd1514,Tandoori Cream Noodles,Veg
1220,fd1515,King Size Veg Burger,Veg
1221,fd1516,Cream Noodles Burger,Veg
1222,fd1517,Achari Burger,Veg
1223,fd1518,Special Paneer Burger,Veg
1224,fd1519,Thousand Cream Noodales Burger,Veg
1225,fd1521,Cheese Chilli Burger,Veg
1226,fd1523,Aloo Tikki Paneer Burger,Veg
1227,fd1525,Mint Burger,Veg
1228,fd1526,Cream & Paneer Burger,Veg
1229,fd1527,Simple Burger,Veg
1230,fd1528,Aloo Tikki Burger Spical,Veg
1231,fd1529,Dry Fruit Stuffed Kulcha,Veg
1232,fd1530,Mushroom Stuffed Kulcha,Veg
1233,fd1531,Tandoori Stuffed Kulcha,Veg
1234,fd1532,Makhani Stuffed Kulcha,Veg
1235,fd1533,Stuff Kulcha,Veg
1236,fd1534,Noodles Kulcha,Veg
1237,fd1535,Paneer Stuffed Kulcha,Veg
1238,fd1536,Chole Tikki,Veg
